"bigram","n","year","score","category"
NA,1935,2015,2,"Food"
NA,1907,2015,2,"Food"
NA,1888,2015,2,"Food"
NA,1777,2015,2,"Food"
NA,1755,2015,2,"Food"
NA,1753,2015,2,"Food"
NA,1717,2015,2,"Food"
NA,1712,2015,2,"Food"
NA,1704,2015,2,"Food"
NA,1699,2015,2,"Food"
NA,1694,2015,2,"Food"
NA,1635,2015,2,"Food"
NA,1609,2015,2,"Food"
NA,1601,2015,2,"Food"
NA,1589,2015,2,"Food"
NA,1588,2015,2,"Food"
NA,1585,2015,2,"Food"
NA,1551,2015,2,"Food"
NA,1517,2015,2,"Food"
NA,1517,2015,2,"Food"
NA,1517,2015,2,"Food"
NA,1481,2015,2,"Food"
NA,1470,2015,2,"Food"
NA,1442,2015,2,"Food"
NA,1426,2015,2,"Food"
NA,1421,2015,2,"Food"
NA,1417,2015,2,"Food"
NA,1415,2015,2,"Food"
NA,1409,2015,2,"Food"
NA,1374,2015,2,"Food"
NA,1357,2015,2,"Food"
NA,1335,2015,2,"Food"
NA,1325,2015,2,"Food"
NA,1321,2015,2,"Food"
NA,1286,2015,2,"Food"
NA,1261,2015,2,"Food"
NA,1253,2015,2,"Food"
NA,1251,2015,2,"Food"
NA,1243,2015,2,"Food"
NA,1236,2015,2,"Food"
NA,1219,2015,2,"Food"
NA,1218,2015,2,"Food"
NA,1215,2015,2,"Food"
NA,1192,2015,2,"Food"
NA,1192,2015,2,"Food"
NA,1186,2015,2,"Food"
NA,1169,2015,2,"Food"
NA,132,2015,2,"Health & Medical"
NA,75,2015,2,"Health & Medical"
NA,64,2015,2,"Health & Medical"
NA,62,2015,2,"Health & Medical"
NA,52,2015,2,"Health & Medical"
NA,46,2015,2,"Health & Medical"
NA,39,2015,2,"Health & Medical"
NA,39,2015,2,"Health & Medical"
NA,38,2015,2,"Health & Medical"
NA,38,2015,2,"Health & Medical"
NA,33,2015,2,"Health & Medical"
NA,32,2015,2,"Health & Medical"
NA,30,2015,2,"Health & Medical"
NA,27,2015,2,"Health & Medical"
NA,26,2015,2,"Health & Medical"
NA,24,2015,2,"Health & Medical"
NA,23,2015,2,"Health & Medical"
NA,23,2015,2,"Health & Medical"
NA,22,2015,2,"Health & Medical"
NA,21,2015,2,"Health & Medical"
NA,20,2015,2,"Health & Medical"
NA,20,2015,2,"Health & Medical"
NA,19,2015,2,"Health & Medical"
NA,19,2015,2,"Health & Medical"
NA,19,2015,2,"Health & Medical"
NA,17,2015,2,"Health & Medical"
NA,16,2015,2,"Health & Medical"
NA,15,2015,2,"Health & Medical"
NA,15,2015,2,"Health & Medical"
NA,15,2015,2,"Health & Medical"
NA,15,2015,2,"Health & Medical"
NA,15,2015,2,"Health & Medical"
NA,14,2015,2,"Health & Medical"
NA,14,2015,2,"Health & Medical"
NA,13,2015,2,"Health & Medical"
NA,13,2015,2,"Health & Medical"
NA,13,2015,2,"Health & Medical"
NA,13,2015,2,"Health & Medical"
NA,12,2015,2,"Health & Medical"
NA,12,2015,2,"Health & Medical"
NA,12,2015,2,"Health & Medical"
NA,12,2015,2,"Health & Medical"
NA,12,2015,2,"Health & Medical"
NA,12,2015,2,"Health & Medical"
NA,12,2015,2,"Health & Medical"
NA,12,2015,2,"Health & Medical"
NA,12,2015,2,"Health & Medical"
NA,11,2015,2,"Health & Medical"
NA,11,2015,2,"Health & Medical"
NA,11,2015,2,"Health & Medical"
NA,11,2015,2,"Health & Medical"
NA,11,2015,2,"Health & Medical"
NA,11,2015,2,"Health & Medical"
NA,11,2015,2,"Health & Medical"
NA,11,2015,2,"Health & Medical"
NA,11,2015,2,"Health & Medical"
NA,11,2015,2,"Health & Medical"
NA,11,2015,2,"Health & Medical"
NA,10,2015,2,"Health & Medical"
NA,10,2015,2,"Health & Medical"
NA,10,2015,2,"Health & Medical"
NA,10,2015,2,"Health & Medical"
NA,10,2015,2,"Health & Medical"
NA,10,2015,2,"Health & Medical"
NA,10,2015,2,"Health & Medical"
NA,10,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,9,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,8,2015,2,"Health & Medical"
NA,136,2015,2,"Home Services"
NA,66,2015,2,"Home Services"
NA,55,2015,2,"Home Services"
NA,55,2015,2,"Home Services"
NA,34,2015,2,"Home Services"
NA,33,2015,2,"Home Services"
NA,32,2015,2,"Home Services"
NA,31,2015,2,"Home Services"
NA,30,2015,2,"Home Services"
NA,28,2015,2,"Home Services"
NA,26,2015,2,"Home Services"
NA,25,2015,2,"Home Services"
NA,25,2015,2,"Home Services"
NA,23,2015,2,"Home Services"
NA,22,2015,2,"Home Services"
NA,21,2015,2,"Home Services"
NA,20,2015,2,"Home Services"
NA,20,2015,2,"Home Services"
NA,19,2015,2,"Home Services"
NA,19,2015,2,"Home Services"
NA,19,2015,2,"Home Services"
NA,19,2015,2,"Home Services"
NA,19,2015,2,"Home Services"
NA,18,2015,2,"Home Services"
NA,18,2015,2,"Home Services"
NA,17,2015,2,"Home Services"
NA,17,2015,2,"Home Services"
NA,17,2015,2,"Home Services"
NA,16,2015,2,"Home Services"
NA,16,2015,2,"Home Services"
NA,16,2015,2,"Home Services"
NA,16,2015,2,"Home Services"
NA,15,2015,2,"Home Services"
NA,14,2015,2,"Home Services"
NA,14,2015,2,"Home Services"
NA,14,2015,2,"Home Services"
NA,13,2015,2,"Home Services"
NA,13,2015,2,"Home Services"
NA,12,2015,2,"Home Services"
NA,12,2015,2,"Home Services"
NA,12,2015,2,"Home Services"
NA,12,2015,2,"Home Services"
NA,12,2015,2,"Home Services"
NA,12,2015,2,"Home Services"
NA,12,2015,2,"Home Services"
NA,12,2015,2,"Home Services"
NA,12,2015,2,"Home Services"
NA,12,2015,2,"Home Services"
NA,11,2015,2,"Home Services"
NA,11,2015,2,"Home Services"
NA,11,2015,2,"Home Services"
NA,11,2015,2,"Home Services"
NA,11,2015,2,"Home Services"
NA,11,2015,2,"Home Services"
NA,11,2015,2,"Home Services"
NA,11,2015,2,"Home Services"
NA,11,2015,2,"Home Services"
NA,11,2015,2,"Home Services"
NA,11,2015,2,"Home Services"
NA,11,2015,2,"Home Services"
NA,11,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,10,2015,2,"Home Services"
NA,9,2015,2,"Home Services"
NA,9,2015,2,"Home Services"
NA,9,2015,2,"Home Services"
NA,9,2015,2,"Home Services"
NA,9,2015,2,"Home Services"
NA,9,2015,2,"Home Services"
NA,9,2015,2,"Home Services"
NA,9,2015,2,"Home Services"
NA,9,2015,2,"Home Services"
NA,9,2015,2,"Home Services"
NA,9,2015,2,"Home Services"
NA,9,2015,2,"Home Services"
NA,9,2015,2,"Home Services"
NA,8,2015,2,"Home Services"
NA,8,2015,2,"Home Services"
NA,8,2015,2,"Home Services"
NA,8,2015,2,"Home Services"
NA,8,2015,2,"Home Services"
NA,8,2015,2,"Home Services"
NA,8,2015,2,"Home Services"
NA,8,2015,2,"Home Services"
NA,8,2015,2,"Home Services"
NA,8,2015,2,"Home Services"
NA,830,2015,2,"Hotels & Travel"
NA,439,2015,2,"Hotels & Travel"
NA,309,2015,2,"Hotels & Travel"
NA,301,2015,2,"Hotels & Travel"
NA,237,2015,2,"Hotels & Travel"
NA,144,2015,2,"Hotels & Travel"
NA,137,2015,2,"Hotels & Travel"
NA,130,2015,2,"Hotels & Travel"
NA,130,2015,2,"Hotels & Travel"
NA,119,2015,2,"Hotels & Travel"
NA,113,2015,2,"Hotels & Travel"
NA,110,2015,2,"Hotels & Travel"
NA,108,2015,2,"Hotels & Travel"
NA,103,2015,2,"Hotels & Travel"
NA,100,2015,2,"Hotels & Travel"
NA,96,2015,2,"Hotels & Travel"
NA,93,2015,2,"Hotels & Travel"
NA,92,2015,2,"Hotels & Travel"
NA,90,2015,2,"Hotels & Travel"
NA,90,2015,2,"Hotels & Travel"
NA,87,2015,2,"Hotels & Travel"
NA,85,2015,2,"Hotels & Travel"
NA,83,2015,2,"Hotels & Travel"
NA,82,2015,2,"Hotels & Travel"
NA,81,2015,2,"Hotels & Travel"
NA,81,2015,2,"Hotels & Travel"
NA,81,2015,2,"Hotels & Travel"
NA,80,2015,2,"Hotels & Travel"
NA,80,2015,2,"Hotels & Travel"
NA,77,2015,2,"Hotels & Travel"
NA,76,2015,2,"Hotels & Travel"
NA,75,2015,2,"Hotels & Travel"
NA,75,2015,2,"Hotels & Travel"
NA,73,2015,2,"Hotels & Travel"
NA,73,2015,2,"Hotels & Travel"
NA,71,2015,2,"Hotels & Travel"
NA,67,2015,2,"Hotels & Travel"
NA,66,2015,2,"Hotels & Travel"
NA,64,2015,2,"Hotels & Travel"
NA,64,2015,2,"Hotels & Travel"
NA,64,2015,2,"Hotels & Travel"
NA,63,2015,2,"Hotels & Travel"
NA,61,2015,2,"Hotels & Travel"
NA,60,2015,2,"Hotels & Travel"
NA,59,2015,2,"Hotels & Travel"
NA,59,2015,2,"Hotels & Travel"
NA,58,2015,2,"Hotels & Travel"
NA,58,2015,2,"Hotels & Travel"
NA,57,2015,2,"Hotels & Travel"
NA,57,2015,2,"Hotels & Travel"
NA,56,2015,2,"Hotels & Travel"
NA,56,2015,2,"Hotels & Travel"
NA,56,2015,2,"Hotels & Travel"
NA,55,2015,2,"Hotels & Travel"
NA,55,2015,2,"Hotels & Travel"
NA,54,2015,2,"Hotels & Travel"
NA,54,2015,2,"Hotels & Travel"
NA,54,2015,2,"Hotels & Travel"
NA,53,2015,2,"Hotels & Travel"
NA,51,2015,2,"Hotels & Travel"
NA,51,2015,2,"Hotels & Travel"
NA,51,2015,2,"Hotels & Travel"
NA,51,2015,2,"Hotels & Travel"
NA,50,2015,2,"Hotels & Travel"
NA,50,2015,2,"Hotels & Travel"
NA,50,2015,2,"Hotels & Travel"
NA,48,2015,2,"Hotels & Travel"
NA,48,2015,2,"Hotels & Travel"
NA,48,2015,2,"Hotels & Travel"
NA,48,2015,2,"Hotels & Travel"
NA,47,2015,2,"Hotels & Travel"
NA,47,2015,2,"Hotels & Travel"
NA,47,2015,2,"Hotels & Travel"
NA,47,2015,2,"Hotels & Travel"
NA,46,2015,2,"Hotels & Travel"
NA,45,2015,2,"Hotels & Travel"
NA,45,2015,2,"Hotels & Travel"
NA,45,2015,2,"Hotels & Travel"
NA,45,2015,2,"Hotels & Travel"
NA,44,2015,2,"Hotels & Travel"
NA,44,2015,2,"Hotels & Travel"
NA,44,2015,2,"Hotels & Travel"
NA,43,2015,2,"Hotels & Travel"
NA,43,2015,2,"Hotels & Travel"
NA,42,2015,2,"Hotels & Travel"
NA,42,2015,2,"Hotels & Travel"
NA,41,2015,2,"Hotels & Travel"
NA,41,2015,2,"Hotels & Travel"
NA,41,2015,2,"Hotels & Travel"
NA,40,2015,2,"Hotels & Travel"
NA,40,2015,2,"Hotels & Travel"
NA,40,2015,2,"Hotels & Travel"
NA,40,2015,2,"Hotels & Travel"
NA,40,2015,2,"Hotels & Travel"
NA,40,2015,2,"Hotels & Travel"
NA,39,2015,2,"Hotels & Travel"
NA,38,2015,2,"Hotels & Travel"
NA,38,2015,2,"Hotels & Travel"
NA,38,2015,2,"Hotels & Travel"
NA,37,2015,2,"Hotels & Travel"
NA,111,2015,2,"Local Flavor"
NA,89,2015,2,"Local Flavor"
NA,86,2015,2,"Local Flavor"
NA,70,2015,2,"Local Flavor"
NA,68,2015,2,"Local Flavor"
NA,37,2015,2,"Local Flavor"
NA,34,2015,2,"Local Flavor"
NA,32,2015,2,"Local Flavor"
NA,27,2015,2,"Local Flavor"
NA,26,2015,2,"Local Flavor"
NA,25,2015,2,"Local Flavor"
NA,25,2015,2,"Local Flavor"
NA,25,2015,2,"Local Flavor"
NA,24,2015,2,"Local Flavor"
NA,23,2015,2,"Local Flavor"
NA,23,2015,2,"Local Flavor"
NA,22,2015,2,"Local Flavor"
NA,21,2015,2,"Local Flavor"
NA,20,2015,2,"Local Flavor"
NA,20,2015,2,"Local Flavor"
NA,19,2015,2,"Local Flavor"
NA,18,2015,2,"Local Flavor"
NA,18,2015,2,"Local Flavor"
NA,18,2015,2,"Local Flavor"
NA,18,2015,2,"Local Flavor"
NA,17,2015,2,"Local Flavor"
NA,17,2015,2,"Local Flavor"
NA,16,2015,2,"Local Flavor"
NA,16,2015,2,"Local Flavor"
NA,16,2015,2,"Local Flavor"
NA,15,2015,2,"Local Flavor"
NA,15,2015,2,"Local Flavor"
NA,15,2015,2,"Local Flavor"
NA,15,2015,2,"Local Flavor"
NA,15,2015,2,"Local Flavor"
NA,15,2015,2,"Local Flavor"
NA,14,2015,2,"Local Flavor"
NA,14,2015,2,"Local Flavor"
NA,14,2015,2,"Local Flavor"
NA,14,2015,2,"Local Flavor"
NA,14,2015,2,"Local Flavor"
NA,13,2015,2,"Local Flavor"
NA,13,2015,2,"Local Flavor"
NA,13,2015,2,"Local Flavor"
NA,13,2015,2,"Local Flavor"
NA,12,2015,2,"Local Flavor"
NA,12,2015,2,"Local Flavor"
NA,12,2015,2,"Local Flavor"
NA,12,2015,2,"Local Flavor"
NA,12,2015,2,"Local Flavor"
NA,11,2015,2,"Local Flavor"
NA,11,2015,2,"Local Flavor"
NA,11,2015,2,"Local Flavor"
NA,11,2015,2,"Local Flavor"
NA,11,2015,2,"Local Flavor"
NA,11,2015,2,"Local Flavor"
NA,11,2015,2,"Local Flavor"
NA,10,2015,2,"Local Flavor"
NA,10,2015,2,"Local Flavor"
NA,10,2015,2,"Local Flavor"
NA,10,2015,2,"Local Flavor"
NA,10,2015,2,"Local Flavor"
NA,10,2015,2,"Local Flavor"
NA,10,2015,2,"Local Flavor"
NA,10,2015,2,"Local Flavor"
NA,10,2015,2,"Local Flavor"
NA,10,2015,2,"Local Flavor"
NA,10,2015,2,"Local Flavor"
NA,10,2015,2,"Local Flavor"
NA,10,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,9,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,8,2015,2,"Local Flavor"
NA,119,2015,2,"Local Services"
NA,66,2015,2,"Local Services"
NA,29,2015,2,"Local Services"
NA,26,2015,2,"Local Services"
NA,26,2015,2,"Local Services"
NA,23,2015,2,"Local Services"
NA,22,2015,2,"Local Services"
NA,21,2015,2,"Local Services"
NA,15,2015,2,"Local Services"
NA,15,2015,2,"Local Services"
NA,14,2015,2,"Local Services"
NA,14,2015,2,"Local Services"
NA,14,2015,2,"Local Services"
NA,13,2015,2,"Local Services"
NA,12,2015,2,"Local Services"
NA,12,2015,2,"Local Services"
NA,12,2015,2,"Local Services"
NA,11,2015,2,"Local Services"
NA,11,2015,2,"Local Services"
NA,11,2015,2,"Local Services"
NA,11,2015,2,"Local Services"
NA,11,2015,2,"Local Services"
NA,11,2015,2,"Local Services"
NA,11,2015,2,"Local Services"
NA,11,2015,2,"Local Services"
NA,10,2015,2,"Local Services"
NA,10,2015,2,"Local Services"
NA,10,2015,2,"Local Services"
NA,10,2015,2,"Local Services"
NA,9,2015,2,"Local Services"
NA,9,2015,2,"Local Services"
NA,9,2015,2,"Local Services"
NA,9,2015,2,"Local Services"
NA,9,2015,2,"Local Services"
NA,8,2015,2,"Local Services"
NA,8,2015,2,"Local Services"
NA,8,2015,2,"Local Services"
NA,8,2015,2,"Local Services"
NA,8,2015,2,"Local Services"
NA,8,2015,2,"Local Services"
NA,8,2015,2,"Local Services"
NA,8,2015,2,"Local Services"
NA,8,2015,2,"Local Services"
NA,8,2015,2,"Local Services"
NA,8,2015,2,"Local Services"
NA,7,2015,2,"Local Services"
NA,7,2015,2,"Local Services"
NA,7,2015,2,"Local Services"
NA,7,2015,2,"Local Services"
NA,7,2015,2,"Local Services"
NA,7,2015,2,"Local Services"
NA,7,2015,2,"Local Services"
NA,7,2015,2,"Local Services"
NA,7,2015,2,"Local Services"
NA,7,2015,2,"Local Services"
NA,7,2015,2,"Local Services"
NA,7,2015,2,"Local Services"
NA,7,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,6,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,5,2015,2,"Local Services"
NA,15,2015,2,"Mass Media"
NA,6,2015,2,"Mass Media"
NA,5,2015,2,"Mass Media"
NA,5,2015,2,"Mass Media"
NA,5,2015,2,"Mass Media"
NA,5,2015,2,"Mass Media"
NA,5,2015,2,"Mass Media"
NA,5,2015,2,"Mass Media"
NA,5,2015,2,"Mass Media"
NA,4,2015,2,"Mass Media"
NA,4,2015,2,"Mass Media"
NA,4,2015,2,"Mass Media"
NA,3,2015,2,"Mass Media"
NA,3,2015,2,"Mass Media"
NA,3,2015,2,"Mass Media"
NA,3,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,2,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1,2015,2,"Mass Media"
NA,1431,2015,2,"Nightlife"
NA,881,2015,2,"Nightlife"
NA,623,2015,2,"Nightlife"
NA,615,2015,2,"Nightlife"
NA,462,2015,2,"Nightlife"
NA,438,2015,2,"Nightlife"
NA,393,2015,2,"Nightlife"
NA,378,2015,2,"Nightlife"
NA,375,2015,2,"Nightlife"
NA,362,2015,2,"Nightlife"
NA,360,2015,2,"Nightlife"
NA,360,2015,2,"Nightlife"
NA,358,2015,2,"Nightlife"
NA,355,2015,2,"Nightlife"
NA,349,2015,2,"Nightlife"
NA,340,2015,2,"Nightlife"
NA,340,2015,2,"Nightlife"
NA,295,2015,2,"Nightlife"
NA,286,2015,2,"Nightlife"
NA,284,2015,2,"Nightlife"
NA,282,2015,2,"Nightlife"
NA,276,2015,2,"Nightlife"
NA,264,2015,2,"Nightlife"
NA,257,2015,2,"Nightlife"
NA,257,2015,2,"Nightlife"
NA,255,2015,2,"Nightlife"
NA,253,2015,2,"Nightlife"
NA,252,2015,2,"Nightlife"
NA,238,2015,2,"Nightlife"
NA,227,2015,2,"Nightlife"
NA,225,2015,2,"Nightlife"
NA,225,2015,2,"Nightlife"
NA,209,2015,2,"Nightlife"
NA,209,2015,2,"Nightlife"
NA,207,2015,2,"Nightlife"
NA,204,2015,2,"Nightlife"
NA,197,2015,2,"Nightlife"
NA,195,2015,2,"Nightlife"
NA,194,2015,2,"Nightlife"
NA,194,2015,2,"Nightlife"
NA,191,2015,2,"Nightlife"
NA,188,2015,2,"Nightlife"
NA,188,2015,2,"Nightlife"
NA,187,2015,2,"Nightlife"
NA,185,2015,2,"Nightlife"
NA,181,2015,2,"Nightlife"
NA,181,2015,2,"Nightlife"
NA,179,2015,2,"Nightlife"
NA,175,2015,2,"Nightlife"
NA,171,2015,2,"Nightlife"
NA,171,2015,2,"Nightlife"
NA,171,2015,2,"Nightlife"
NA,171,2015,2,"Nightlife"
NA,170,2015,2,"Nightlife"
NA,168,2015,2,"Nightlife"
NA,166,2015,2,"Nightlife"
NA,163,2015,2,"Nightlife"
NA,162,2015,2,"Nightlife"
NA,160,2015,2,"Nightlife"
NA,150,2015,2,"Nightlife"
NA,150,2015,2,"Nightlife"
NA,149,2015,2,"Nightlife"
NA,149,2015,2,"Nightlife"
NA,147,2015,2,"Nightlife"
NA,146,2015,2,"Nightlife"
NA,146,2015,2,"Nightlife"
NA,144,2015,2,"Nightlife"
NA,144,2015,2,"Nightlife"
NA,140,2015,2,"Nightlife"
NA,140,2015,2,"Nightlife"
NA,140,2015,2,"Nightlife"
NA,138,2015,2,"Nightlife"
NA,138,2015,2,"Nightlife"
NA,138,2015,2,"Nightlife"
NA,136,2015,2,"Nightlife"
NA,136,2015,2,"Nightlife"
NA,131,2015,2,"Nightlife"
NA,131,2015,2,"Nightlife"
NA,130,2015,2,"Nightlife"
NA,129,2015,2,"Nightlife"
NA,128,2015,2,"Nightlife"
NA,125,2015,2,"Nightlife"
NA,125,2015,2,"Nightlife"
NA,121,2015,2,"Nightlife"
NA,121,2015,2,"Nightlife"
NA,120,2015,2,"Nightlife"
NA,120,2015,2,"Nightlife"
NA,120,2015,2,"Nightlife"
NA,120,2015,2,"Nightlife"
NA,120,2015,2,"Nightlife"
NA,119,2015,2,"Nightlife"
NA,117,2015,2,"Nightlife"
NA,116,2015,2,"Nightlife"
NA,115,2015,2,"Nightlife"
NA,114,2015,2,"Nightlife"
NA,112,2015,2,"Nightlife"
NA,112,2015,2,"Nightlife"
NA,111,2015,2,"Nightlife"
NA,111,2015,2,"Nightlife"
NA,110,2015,2,"Nightlife"
NA,26,2015,2,"Pets"
NA,23,2015,2,"Pets"
NA,20,2015,2,"Pets"
NA,18,2015,2,"Pets"
NA,16,2015,2,"Pets"
NA,12,2015,2,"Pets"
NA,11,2015,2,"Pets"
NA,11,2015,2,"Pets"
NA,10,2015,2,"Pets"
NA,9,2015,2,"Pets"
NA,9,2015,2,"Pets"
NA,9,2015,2,"Pets"
NA,9,2015,2,"Pets"
NA,9,2015,2,"Pets"
NA,8,2015,2,"Pets"
NA,8,2015,2,"Pets"
NA,8,2015,2,"Pets"
NA,8,2015,2,"Pets"
NA,8,2015,2,"Pets"
NA,8,2015,2,"Pets"
